Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Width,ATR,OBV
2020-03-12,423.6281210255541,431.3172733849031,402.3499962251838,411.683349609375,50757033,496.98449249267577,508.2106396484375,484.8265373319835,22.169115203290758,-19.354758015023435,-10.420912137728296,-8.93384587729514,0.2630593044212134,20.321295032279426,-149955097.0
2020-03-13,387.84219989968506,449.50040499595667,382.2325240268264,432.5262756347656,67104335,492.0470031738281,506.4784063720703,479.84556002748656,32.18503347982285,-21.020271154582588,-12.540783941099154,-8.479487213483434,0.28153405944785587,24.60455410243159,-82850762.0
2020-03-16,410.2809837970479,410.2809837970479,384.4087159970775,389.67987060546875,34833637,485.3685699462891,503.8147723388672,471.2583515111039,25.048837542457107,-25.50355995680701,-15.133339144240725,-10.370220812566284,0.3350328505298877,26.6978226616342,-117684399.0
2020-03-17,393.6453530848473,395.0477869109263,352.0562862970133,355.19964599609375,47232699,476.7340026855469,500.4953863525391,460.20514146205534,21.01138163576782,-31.476028531869645,-18.40187702176651,-13.074151510103135,0.40854179240600347,28.835998964232044,-164917098.0
2020-03-18,356.9889675732343,363.1789626309428,331.0683208395067,343.39996337890625,61202289,467.7125610351562,497.194375,449.0808387874697,19.83323666495295,-36.73789707117447,-22.069081031648103,-14.66881603952637,0.47648732372290814,30.525125777343046,-226119387.0
2020-03-19,325.0717230437301,357.4725041333055,312.40156095321936,327.4413146972656,57985870,457.9125259399414,493.6283532714844,437.49612220745024,18.335780890935908,-41.71483274955074,-25.99823137522863,-15.716601374322106,0.543778770574632,32.98108815371653,-284105257.0
2020-03-20,317.2375189112755,347.994071438258,312.4015811229939,334.35675048828125,88640642,448.28417510986327,490.14164184570313,427.6733249008627,21.11524836112818,-44.587099924499,-29.716005085082706,-14.871094839416294,0.5871783965765086,33.924099753314074,-195464615.0
2020-03-23,300.9404114697679,303.4067575237123,270.81252407020247,274.6812744140625,56867949,435.56566009521487,485.0677758789063,413.10265342592936,16.0414391492111,-51.089773438718055,-33.99075875580978,-17.099014682908276,0.6750304840728678,36.85329855971832,-252332564.0
2020-03-24,285.61045086469886,294.99218122151007,259.4963889204996,286.7710876464844,67895418,424.2809997558594,480.3527362060547,401.07107573264886,20.223783220636108,-54.63781147902449,-38.12016930045272,-16.51764217857177,0.737712770432962,38.46297725381437,-184437146.0
2020-03-25,274.68124653860457,323.1856931491318,272.36000247109973,306.501708984375,66544138,413.92967224121094,476.06422546386716,392.0644693756704,26.645992740912106,-55.22100754086853,-41.54033694853589,-13.680670592332639,0.7682959501475245,40.68059829572159,-117893008.0
2020-03-26,311.4344285593892,352.44317970868485,303.93872414530455,319.4137268066406,76173940,404.57454986572264,472.05329956054686,385.1453510357628,30.584275826234418,-54.018609785370415,-44.03599151590279,-9.982618269467622,0.7815015851185974,43.37490690799557,-41719068.0
2020-03-27,344.1253239070689,347.75227727673115,315.30314626930806,328.6986999511719,72889985,396.0874816894531,468.2667596435547,379.769479503897,33.35517508264276,-51.7202819507541,-45.572849602873056,-6.147432347881043,0.782991081326706,43.813596387567124,31170917.0
2020-03-30,319.26862130005424,322.9439222427562,300.89205755410035,303.1165771484375,36559880,387.1966094970703,463.9385955810547,372.4692030890913,29.822908416042623,-51.37093196828698,-46.73246607595584,-4.638465892331141,0.8004921971971002,42.80150266171222,-5388963.0
2020-03-31,314.04579305648804,323.862740278244,305.63124999999997,313.126953125,46279768,378.3782760620117,459.90929260253904,366.8175602353683,32.82085059474632,-49.713252479981236,-47.32862335676092,-2.3846291232203143,0.7953451360898748,42.75314299314927,40890805.0
2020-04-01,308.5328273126788,313.12696815824376,297.99048895978456,300.9403991699219,33141186,368.53230743408204,455.5820959472656,360.54354489580203,31.080141934041208,-48.820114706585684,-47.626921626725874,-1.1931930798598103,0.776833665902497,40.40425694291283,7749619.0
2020-04-03,299.34453366978437,299.34453366978437,272.2632834508701,277.2442932128906,57326314,357.81103363037107,450.85448303222654,352.61028283076286,27.973418769213595,-49.45429596096386,-47.99239649357347,-1.4618994673903885,0.7616664346347012,37.647773710764376,-49576695.0
2020-04-07,298.1838865543506,318.78499746903145,287.10960768207894,315.39984130859375,57661076,349.18372039794923,447.04859924316406,349.066431257223,38.61376910769764,-46.34383246931276,-47.66268368872133,1.3188512194085718,0.7030902474094308,37.17799832636813,8084381.0
2020-04-08,312.2564919193143,341.1753924180542,304.7607887549205,308.4844665527344,73931321,341.0883590698242,443.0105902099609,345.2014822377479,37.53158115621239,-43.93037863194178,-46.91622267736542,2.98584404542364,0.64361658377271,36.70821997274104,-65846940.0
2020-04-09,321.49312066927496,333.6796891321271,312.0630424981496,331.4551696777344,52431174,335.5246124267578,439.31303344726564,343.89230961298466,43.22366282383627,-39.70644413819588,-45.47426696953151,5.767822831335636,0.5889637953562106,36.214261457595086,-13415766.0
2020-04-13,329.85931256209983,334.4534535700189,318.44651091733726,319.8005676269531,30994190,328.9960968017578,435.3166143798828,341.5978579952674,41.17373433809313,-36.8743105059707,-43.754275676819354,6.879965170848656,0.5034445713861868,34.13826141992333,-44409956.0
2020-04-15,331.45519126914274,340.3532991825679,314.3359595137511,316.6088562011719,49132329,324.2423721313477,431.4314202880859,339.2179530624964,40.60577686262118,-34.48979178527577,-41.901378898510636,7.411587113234866,0.45142728980334923,33.45432208803424,-93542285.0
2020-04-16,314.62606452707723,336.387782072436,308.871316930369,330.7781066894531,56494027,319.154963684082,427.8605639648438,338.4141581698256,44.2803896007751,-31.098222471873783,-39.74074761318327,8.642525141309484,0.3308649132899289,30.880910568319113,-37048258.0
2020-04-17,350.1219146203379,372.85082344237645,337.59682327149113,363.227294921875,69006835,317.8323348999023,424.8303649902344,340.7773140509732,51.656790201879815,-25.49807511694263,-36.89221311393514,11.394137996992512,0.29124306862077665,31.35069088631289,31958577.0
2020-04-20,363.6625237201749,366.4673617498786,345.285960021549,349.4448547363281,55810736,317.5445953369141,421.6512176513672,341.6027941162451,48.70736093293269,-21.9193728437844,-33.897645059904995,11.978272216120594,0.28573991011734495,29.23324167561986,-23852159.0
2020-04-21,329.81094146887716,334.8403283358878,317.237503817571,320.961181640625,50118175,316.42265625,418.09776977539065,339.63692626142415,43.215666729365246,-21.137954696166275,-31.345706987157254,10.207752290990978,0.27657045067762165,28.069162772432488,-73970334.0
2020-04-22,315.3031680324407,326.9094196164569,312.44995271154704,324.92669677734375,49115085,316.2969253540039,414.3286413574219,338.23595202484506,44.15961555217991,-19.968506738309372,-29.07026693738768,9.101760199078306,0.2759277990060913,26.784186765110114,-24855249.0
2020-04-23,329.0856013929746,343.158170042819,326.90942915745893,341.368896484375,45953398,316.6475326538086,410.7278039550781,338.5343276876574,48.01810251324998,-17.51308278628443,-26.75883010716703,9.2457473208826,0.2801556019931767,26.100246112853235,21098149.0
2020-04-24,326.8126727216464,331.9871321041544,320.62267820109884,323.8627624511719,38513206,319.1066070556641,406.7284832763672,337.13703576037307,44.492973002972136,-16.786239011292025,-24.76431188799203,7.978072876700004,0.24929507358886732,26.10025005238678,-17415057.0
2020-04-27,328.16670912924627,341.3204651201001,326.90937717735994,336.4845275878906,38980019,321.5922790527344,403.08121826171873,337.07489212489855,47.48632000374604,-15.018613888795755,-22.815172288152777,7.796558399357021,0.23265893651666494,26.266051728848854,21564962.0
2020-04-28,342.1426299223216,350.9440434080206,338.75747315983926,348.04248046875,32933194,323.6693176269531,399.7134716796875,338.1194243481225,50.13801848480595,-12.540568176813679,-20.76025146588496,8.21968328907128,0.23777572701502286,25.25050887892587,54498156.0
2020-04-29,341.4172123089181,364.14612021050334,340.11150318579536,358.2946472167969,39341745,325.6133636474609,396.4385748291016,340.04087414513907,52.43248424982499,-9.638330249612409,-18.53586722263045,8.897536973018042,0.2542488778284985,24.00007407668067,93839901.0
2020-04-30,369.46566405135206,380.05638010224527,361.87323547061237,367.6763610839844,45734705,327.56224670410154,393.16658081054686,342.67282528217197,54.496022912106376,-6.506259767390077,-16.129945731582374,9.623685964192298,0.27765220532305784,22.953440449703148,139574606.0
2020-05-04,347.220323741819,347.220323741819,324.97501052159106,326.9577331542969,38837299,328.75430450439455,389.24076477050784,341.176149841422,45.30886892322382,-7.22642261739162,-14.349241108744225,7.122818491352605,0.26769004128694257,24.20387816277462,100737307.0
2020-05-05,336.58127974218576,336.58127974218576,318.73665698384804,319.9940185546875,45069968,329.09765777587893,385.0828253173828,339.15880400459014,43.9444347711003,-8.263810372576529,-13.132154961510686,4.868344588934157,0.2649302536912393,24.33514102746434,55667339.0
2020-05-06,320.62269398529276,334.2116681531423,314.577771398843,330.1978454589844,49952812,330.560530090332,381.2102062988281,338.3053793811991,46.48735412813443,-8.168423585867856,-12.13940868638212,3.9709851005142642,0.251272003198097,23.87918081928451,105620151.0
2020-05-07,325.94220582414044,331.6486064917045,322.750498701194,325.7004089355469,27656346,332.9833358764648,377.2553741455078,337.1049060054227,45.50745130740271,-8.359372765263515,-11.3834015021584,3.024028736894884,0.19980126635128778,22.549298151316197,77963805.0
2020-05-08,332.71253273839267,340.93362729733553,322.7505123146335,326.6192626953125,42968091,333.54430694580077,373.24928405761716,336.1062733092217,45.759011438831195,-8.340414440475229,-10.774804089821766,2.434389649346537,0.19417780087216133,20.84289802487182,120931896.0
2020-05-11,329.81097889315987,332.27729552120866,307.7591129320129,309.6451110839844,83665601,333.60233917236326,368.86115478515626,333.5861626211038,41.91000393956523,-9.584576970499427,-10.536758665957297,0.9521816954578703,0.193032172618458,21.081239514933685,37266295.0
2020-05-12,307.85580734057277,313.75565772008855,297.8937866707357,310.6606750488281,69072308,332.56261444091797,364.82508239746096,331.4027828523157,42.22313775159212,-10.36910858548248,-10.503228649862335,0.13412006437985546,0.2032301867701763,19.913705238547664,106338603.0
2020-05-13,332.228917006448,336.96813000664366,321.3964048492399,326.9577331542969,72816461,332.9204727172852,361.093671875,330.9794447858377,47.1467820171411,-9.565553408346545,-10.315693601559177,0.7501401932126317,0.20048825386546704,20.759990099469498,179155064.0
2020-05-14,319.1718895629042,323.5242335114893,314.96461784269434,316.6571960449219,33999095,332.92288970947266,357.29649230957034,329.61542109622667,44.5619504607944,-9.648673498707637,-10.182289580988868,0.533616082281231,0.20045695715144704,20.314393102764306,145155969.0
2020-05-15,318.4948647396511,319.703849239143,308.33939494391933,312.1114501953125,31828868,331.98955688476565,353.56992004394533,327.94837624852056,43.430323669832816,-9.966463284016811,-10.139124321594457,0.17266103757764562,0.20868678819138478,19.644267103617697,113327101.0
2020-05-18,309.50003925879395,309.98363307013585,283.6277703520042,288.70550537109375,74034133,328.2634674072266,349.7253497314453,324.2109599744799,38.069603990917535,-11.969006853538417,-10.505100827983249,-1.4639060255551684,0.22223853382041606,20.431836901787705,39292968.0
2020-05-19,296.9749271329466,301.278923561746,287.3514286647042,290.4464111328125,61827491,325.3135452270508,345.7444055175781,320.99528865622585,38.67591420351062,-13.262676633812418,-11.056615989149083,-2.206060644663335,0.23814854132449473,20.393835407281408,101120459.0
2020-05-20,289.18908857526293,298.1355737569391,287.73830719445056,295.6208801269531,42238419,324.04653015136716,341.6996276855469,318.57867832010464,40.53927284610011,-13.712315811032283,-11.587755953525724,-2.1245598575065596,0.25262660763287587,19.419738945694302,143358878.0
2020-05-21,295.95937111731735,302.5362342245476,292.0906211680713,294.411865234375,43075357,322.5207885742187,337.7544696044922,316.2770770738447,40.23167448081761,-14.004777142894056,-12.071160191399391,-1.933616951494665,0.2667432583646845,18.611444672196296,100283521.0
2020-05-22,291.1234673841994,297.6036361058851,276.1804071687869,281.49993896484375,80358245,319.5273406982422,333.62554626464845,312.96496868251126,37.00255679790225,-15.104326126476167,-12.677793378414748,-2.426532748061419,0.286290274441112,17.09157884181807,19925276.0
2020-05-26,286.3358800751679,288.12518305654487,280.48440684235976,283.0958251953125,46681705,317.4889938354492,329.87962890625,310.12028835039706,37.66847227545324,-15.666359891507625,-13.275506681033324,-2.390853210474301,0.30537673107728386,16.362732660092885,66606981.0
2020-05-27,286.384267916245,311.38607447141845,285.1752833586082,308.3877868652344,80541990,316.0841567993164,327.1927825927734,309.955288208953,47.195034703254514,-13.910573336122468,-13.402520012051154,-0.5080533240713141,0.3023406607457256,16.981043554507647,147148971.0
2020-05-28,311.67623585918534,318.93014359834405,310.2254543113536,316.12530517578125,66136408,314.488298034668,324.50787109375,310.54290887246043,49.72649693598911,-11.75919410885541,-13.073854831412007,1.3146607225565958,0.288461697776878,17.09848990755044,213285379.0
2020-05-29,312.3048572351448,323.33078951640846,309.50001921425996,321.05792236328125,60487477,312.6264617919922,322.69536254882814,311.5443387287291,51.32838745706092,-9.546147541380094,-12.368313373405625,2.822165832025531,0.25970043465737264,16.787608144653763,273772856.0
2020-06-01,327.87658079705346,336.581268782816,325.16846745241605,328.1183776855469,44024770,310.6485626220703,320.6072045898438,313.1228186293784,53.60707820608362,-7.140263936694339,-11.322703486063368,4.182439549369029,0.20802066403632705,16.14511984682083,317797626.0
2020-06-02,325.94220737921006,338.5156456460639,321.5898633637607,336.9681396484375,47558213,311.14908294677736,319.55296997070315,315.39380158357454,56.364678984233,-4.467977948100952,-9.951758378470885,5.483780430369933,0.21633700728573538,16.221113506317288,365355839.0
2020-06-03,346.1564348278739,360.7609734358961,342.1909597796235,345.1408996582031,69689299,312.40642700195315,319.3517950439453,318.226858543063,58.800225069761886,-1.671431398445577,-8.295692982465823,6.624261584020246,0.2354728080105751,16.04149770843465,435045138.0
2020-06-04,345.2859790483692,351.0891047466611,334.1633214599764,336.43621826171875,57061575,312.71834564208984,319.21252014160154,319.9610832781731,55.2622439636728,-0.1557477869143895,-6.667703943355536,6.511956156441147,0.23993069943639972,16.393831135226236,377983563.0
2020-06-05,338.5156684519848,348.1875446934701,335.6141055795392,345.47943115234375,37251097,313.70729675292966,319.57328247070313,322.3914021233322,58.08394794062637,1.7549244217927935,-4.983178270325871,6.738102692118664,0.2545169723408574,16.480187193705323,415234660.0
2020-06-08,354.52256466685037,361.48632644089537,341.5622581304743,347.9940490722656,46827341,314.77603607177736,319.8460284423828,324.82974945180206,58.86095575373215,3.432486990069492,-3.3000452182467983,6.73253220831629,0.26966615519491777,15.868786369927664,462062001.0
2020-06-09,348.23587741824446,357.2307396489891,333.9215129977482,337.11322021484375,47621969,316.1494415283203,321.09466735839845,325.99960381018695,54.180752602052316,3.839713629123594,-1.8720934487727203,5.711807077896314,0.275233559175254,16.538910066656168,414440032.0
2020-06-10,337.1132093982312,345.1408837884955,333.9698498546497,341.4172058105469,36292403,317.68726806640626,322.1875897216797,327.4679468578403,55.681862233188546,4.458346301212146,-0.606005498775747,5.064351799987893,0.282317346666395,16.59417916461026,450732435.0
2020-06-11,340.8852777006698,342.5778559821702,328.9405050679796,330.0527648925781,36999490,317.84201965332034,322.65861083984373,327.7141200040058,50.93663853697778,3.9856575659312057,0.3123271141656435,3.6733304517655623,0.28316018877422666,16.82216044016128,413732945.0
2020-06-12,313.56222382899574,334.79197340456153,313.46549916818725,332.9059753417969,47509067,318.6544586181641,322.9284558105469,328.20858241712875,52.041676867377404,3.797503321236377,1.0093623555797904,2.7881409656565865,0.285538393107495,16.815249390109578,461242012.0
2020-06-15,330.0044096557877,331.0199447946147,314.81955304790966,320.2358093261719,43500660,319.06067657470703,322.7591979980469,327.4492706941805,46.98134844981232,2.5960871417107114,1.3267073128059748,1.2693798289047367,0.28454163762982354,17.561366967231155,417741352.0
2020-06-16,331.01994785716687,336.4845517578464,315.3514973208427,331.6969909667969,57511237,321.2102508544922,323.33080627441404,327.85381548204873,51.56892480772053,2.539503916642616,1.569266633573303,0.9702372830693129,0.27002279852427924,17.050138764438138,475252589.0
2020-06-17,327.48971313977,339.4828329593045,325.0717442440485,330.72979736328125,37107002,323.22442016601565,323.6828631591797,328.1277185183566,51.16656959444758,2.3890770691817806,1.7332287206949986,0.6558483484867821,0.2538786828445393,17.326476763162876,438145587.0
2020-06-18,328.84382074529475,343.06149186047895,326.135706969177,340.4500732421875,39285919,325.4658798217773,324.473056640625,329.30127611110237,54.96917546386506,3.0194019503239815,1.9904633666207951,1.0289385837031864,0.24304802630198055,17.547549233816692,477431506.0
2020-06-19,339.48283449087063,353.4587065776816,337.7419086845857,351.8628234863281,51367236,328.338427734375,325.9654272460937,331.4499949087429,59.00550001958313,4.389255914280511,2.4702218761527384,1.9190340381277728,0.23380378119078726,17.56136719621392,528798742.0
2020-06-22,354.95783525870985,362.9371326453157,353.1685323657417,355.4897766113281,40133602,332.03791961669924,326.76722595214846,333.7394979280367,60.225656453432556,5.7018129055367694,3.1165400820295446,2.585272823507225,0.20058899790021745,17.143404830262803,568932344.0
2020-06-23,356.89223161101904,365.88706466627065,352.24974284370666,363.8076171875,32493320,336.0735092163086,327.8736889648437,336.60312833369994,62.949238086435706,7.328723039742329,3.9589766735721015,3.369746366170227,0.16282807235205038,16.418011118484618,601425664.0
2020-06-24,367.5312875305494,367.5312875305494,333.67972157378824,336.6780090332031,57955780,337.488020324707,327.97814575195315,336.6102598288907,50.74414881180079,6.355664254634689,4.438314189784619,1.91735006485007,0.14258657223732665,17.626995594918643,543469884.0
2020-06-25,334.55015636158794,343.9318870867488,327.39297463615395,339.4828186035156,69902888,338.65589599609376,328.37179077148437,336.8838368550455,51.78497314835903,5.744612531117923,4.699573858051281,1.0450386730666423,0.1291083463354116,17.910243690394644,613372772.0
2020-06-26,343.9318910546987,346.73672898424195,334.74360953349844,337.6451721191406,34596104,339.4852584838867,328.7925170898437,336.9563449754355,51.02422777238301,5.053809751476649,4.770421036736354,0.2833887147402949,0.11929688675250376,17.343747343274817,578776668.0
2020-06-29,333.92151897039685,334.26004053371287,327.3930026690205,331.8420715332031,27384244,339.6714431762695,328.81379638671876,336.46927131427054,48.59637549474533,3.9920638260820738,4.614749594605498,-0.6226857685234242,0.11702319525399402,16.41110040033762,551392424.0
2020-06-30,335.61406410071834,342.8196228165734,334.9370210410011,339.9180603027344,47526095,339.8189392089844,328.3476116943359,336.79772740840997,52.01808904658501,3.758956420837137,4.443590959851826,-0.6846345390146888,0.11673269291153796,16.39728021101794,598918519.0
2020-07-01,342.62618811503546,353.74884489223496,340.0631470217947,352.1046142578125,36922617,340.16712493896483,328.40080688476564,338.2555261559721,56.70179568532665,4.5056320579211615,4.455999179465693,0.049632878455468266,0.1203051172774065,16.411096902111506,635841136.0
2020-07-02,353.9906350524131,358.7298480337504,349.4932189529422,350.9440002441406,50964311,340.89251403808595,329.0004632568359,339.4639522596072,56.139746695462485,4.946703509726319,4.554140045517818,0.39256346420850097,0.12278551339402516,15.547536533856787,584876825.0
2020-07-03,352.6849529631178,355.1029219667265,347.9940871928723,349.15472412109375,28779044,341.07627868652344,329.48502380371093,340.3868829130821,55.23081128863398,5.093165343806675,4.661945105175589,0.4312202386310853,0.12408463610602957,14.763423139568715,556097781.0
2020-07-06,355.7799317046689,355.7799317046689,348.671097597971,349.976806640625,33334074,341.17541656494143,329.6571820068359,341.3002089823719,55.58660581895974,5.21545210603955,4.772646505348382,0.4428056006911678,0.12495411614871872,13.761693115975444,589431855.0
2020-07-07,351.08909039354813,365.5969040461741,350.21862747763504,363.71087646484375,46030825,342.5052993774414,330.4541442871094,343.43455826641684,61.14260581532212,6.347420784865733,5.087601361251853,1.2598194236138802,0.13698799555665736,13.848050879567804,635462680.0
2020-07-08,365.50018326520336,366.5640955142677,355.48978583538184,356.8438720703125,46315597,343.27663269042966,330.8613311767578,344.71163577154977,57.28396710543553,6.614160330423772,5.392913155086237,1.2212471753375347,0.14162347531281133,13.430088364395228,589147083.0
2020-07-09,361.1962245038288,363.66254110108343,353.31362187496217,358.19793701171875,35144463,344.6838912963867,331.0644403076172,345.9960454134706,57.84884746997847,6.855785834885751,5.6854876910461405,1.1702981438396103,0.1412503254886727,13.046668459611327,624291546.0
2020-07-10,352.9267538413985,356.1184906718707,347.22035283180844,348.52606201171875,27864858,345.4648956298828,330.86906860351564,346.2369993752085,52.507589962436704,6.195419368753221,5.787474026587557,0.40794534216566447,0.1374802759696083,13.039759532534378,596426688.0
